𒉡	𒉡	075	nu, là		Caplice4
𒊑	𒊑	086	Tal, tala, re, tal, ri, dal		Caplice4
𒀠	𒀠	298	al		Caplice4
𒁕	𒁕	335	da, ṭa	DA	Caplice4
𒈠	𒈠	342	, ma, wa~6~		Caplice4
𒊭	𒊭	353	ša		Caplice4
𒈪	𒈪	427	mi, mé, ṣíl	GI~6~, SÁ	Caplice4
𒁲	𒁲	457	šùl, di, de, te, Ti	DI, SILIM	Caplice4
𒆠	𒆠	461	qé, ki, ke; qí	KI	Caplice4
𒆪	𒆪	536	túg, éš, qú, šù, šè, tuš, dúr, ku	KU, DÚR	Caplice4
