𒆑	𒆑	063c	bad/t/ṭ, be, ub/p, til	BAD, IDIM, SUN, SUMUN, ÚŠ, TIL	Caplice9
𒊌	𒊌	130	ug/k/q		Caplice9
𒊍	𒊍	131	as/ṣ/z		Caplice9
𒍑	𒍑	211	ús/ṣ/z, nid/t/ṭ, uš	NITA	Caplice9
𒅕	𒅕	232	ir, er		Caplice9
𒆤	𒆤	313	líl, qid, mis/ṣ, miš, mèš, rid/t/ṭ, siḫ, saḫ, suḫ~4~	LÍL	Caplice9
𒆳	𒆳	366	mad/t/ṭ, KUR.KUR, nad/t, lad/t/ṭ, gìn, kur, sad/t, šad/t/ṭ, qúr, kìn	KUR	Caplice9
𒋼	𒋼	376	de~4~, ṭe~4~, te, ti~7~, ṭi~4~	TE	Caplice9
𒀫	𒀫	437	ṣur, zur	AMAR	Caplice9
