𒅔	𒅔	148	en~6~, in		Caplice10
𒉈	𒉈	172	kúm, ṣaḫ, bil, bí, pe~5~, pil, ṭi~5~, pi~5~, ṣéḫ, ṭà, dè, ne	IZI, KÚM, BIL	Caplice10
𒈥	𒈥	307	wár, mar	MAR	Caplice10
𒃼	𒃼	333	kàr, qar, gàr		Caplice10
𒊺𒄷	𒊺𒄷	372	us/ṣ/z		Caplice10
𒊮	𒊮	384	lib/p, šà	ŠÀ	Caplice10
𒄭𒁁	𒄭𒁁	406	gám, qám, kam		Caplice10
𒁮	𒁮	557	ṭa~4~, dam, ṭam, da~4~, tám		Caplice10
