𒅗	𒅗	015	ka, pi~7~, zib~4~, iš~5~, zú, su~11~, du~11~	KA, DUG~4~, GÙ, INIM, ZÚ	Caplice5
𒆷	𒆷	055	la		Caplice5
𒇷	𒇷	059	li, le	^GIŠ^LI	Caplice5
𒊒	𒊒	068	ru, šub, šup	ŠUB, RU	Caplice5
𒀊	𒀊	128	ìs/ṣ/z, èš, ès/ṣ/z, ab/p	AB	Caplice5
𒋫	𒋫	139	ṭá, ta, dá	TA	Caplice5
𒌑	𒌑	318	ú, šam, sam	Ú	Caplice5
𒉏	𒉏	433	num, tu~8~, nù, ni~7~, nim, tum~4~		Caplice5
𒇻	𒇻	537	ṭib/p, dib/p, dab/p, lu	UDU, DAB, DIB	Caplice5
