𒋛	𒋛	112	se, ṣì, ší, si	SI	Caplice11
𒋰	𒋰	124	dáb/p, ṭab/p, tab/p		Caplice11
𒈗	𒈗	151	šàr	LUGAL	Caplice11
𒁺	𒁺	206	ṭù, qub/p, ša~4~, tù, gub/p, GUB, du, kin~7~		Caplice11
𒆗	𒆗	322	tan, líb/p, rib/p, lab/p, dan, kal	KALAG, GURUŠ	Caplice11
𒇽	𒇽	330	lú	LÚ	Caplice11
𒇴	𒇴	435	lam		Caplice11
𒍮	𒍮	555	ríg/k/q, súm, ṣu, ṣum, zum		Caplice11
𒊩𒆳	𒊩𒆳	558	amat, amtu	GEMÉ, GÉME	Caplice11
𒂅	𒂅	595	ṭu, puš~4~	GÍN, TÙN	Caplice11
