𒌅	𒌅	058	tu	KU~4~	Caplice7
𒄷	𒄷	078	ḫu, bak/q, baḫ, pag/k/q	MUŠEN	Caplice7
𒉺	𒉺	295	sàk, zák/q, ḫad/t/ṭ, pa, ḫás/ṣ	GIDRI, UGULA, PA	Caplice7
𒄭	𒄭	396	sár, šár, ṭí, ṭé, dí, ḫi, ḫe, ṭà	DÙG	Caplice7
𒄴	𒄴	398	uḫ, iḫ, aḫ, eḫ		Caplice7
𒌌	𒌌	441	ul     ul, ul		Caplice7
𒅇	𒅇	455	ù	Ù, Ù.TU	Caplice7
𒌨	𒌨	575	taš, ís/ṣ/š, ur, tas, lig/k/q, tas/ṣ/z, daš, téš	UR	Caplice7
𒄩	𒄩	589	ḫa	KU~6~	Caplice7
